Class Name,Inherited Attributes,Unused Attributes,Used Attributes Percentage,Inherited Methods,Unused Methods,Used Methods Percentage
soc.message.SOCChannels, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCChoosePlayer, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCChoosePlayerRequest, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCClearOffer, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCClearTradeMsg, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCCreateAccount, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDeleteChannel, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDeleteGame, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDevCard, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDevCardCount, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDiceResult, 91.0, 91.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCDiscard, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDiscardRequest, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCDiscoveryPick, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCEndTurn, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCFirstPlayer, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGameMembers, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGameOptionGetDefaults, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGameOptionGetInfos, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGameOptionInfo, 91.0, 91.0, 0.0, 11.0, 11.0, 0.0, 
soc.message.SOCGameState, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGameStats, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGameTextMsg, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGames, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCGamesWithOptions, 91.0, 91.0, 0.0, 11.0, 10.0, 9.090909090909093, 
soc.message.SOCImARobot, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCJoin, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCJoinAuth, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCJoinGame, 94.0, 94.0, 0.0, 13.0, 9.0, 30.769230769230774, 
soc.message.SOCJoinGameAuth, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCJoinGameRequest, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCLargestArmy, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCLastSettlement, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCLeave, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCLeaveAll, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCLeaveGame, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCLongestRoad, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCMakeOffer, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCMembers, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCMessage, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.message.SOCMessageMulti, 89.0, 89.0, 0.0, 9.0, 9.0, 0.0, 
soc.message.SOCMessageTemplate0, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplate1i, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplate1s, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplate2i, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplate2s, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplate3s, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplateJoinGame, 89.0, 89.0, 0.0, 9.0, 9.0, 0.0, 
soc.message.SOCMessageTemplateMi, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMessageTemplateMs, 89.0, 89.0, 0.0, 9.0, 7.0, 22.22222222222223, 
soc.message.SOCMonopolyPick, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCMoveRobber, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCNewChannel, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCNewGame, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCNewGameWithOptions, 92.0, 92.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCNewGameWithOptionsRequest, 94.0, 94.0, 0.0, 13.0, 9.0, 30.769230769230774, 
soc.message.SOCPlayDevCardRequest, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCPlayerElement, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCPotentialSettlements, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCPutPiece, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCRejectConnection, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCRejectOffer, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCResetBoardAuth, 92.0, 92.0, 0.0, 12.0, 11.0, 8.333333333333329, 
soc.message.SOCResetBoardReject, 90.0, 90.0, 0.0, 10.0, 9.0, 10.0, 
soc.message.SOCResetBoardRequest, 90.0, 90.0, 0.0, 10.0, 8.0, 20.0, 
soc.message.SOCResetBoardVote, 92.0, 92.0, 0.0, 12.0, 10.0, 16.66666666666667, 
soc.message.SOCResetBoardVoteRequest, 91.0, 91.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCResourceCount, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCRobotDismiss, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCRollDice, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCRollDicePrompt, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCRollDiceRequest, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCServerPing, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCSetPlayedDevCard, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCSetSeatLock, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCSetTurn, 91.0, 91.0, 0.0, 11.0, 9.0, 18.181818181818187, 
soc.message.SOCSetupDone, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCSitDown, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCStartGame, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCStatusMessage, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCTextMsg, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCTurn, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCUpdateRobotParams, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.message.SOCVersion, 89.0, 89.0, 0.0, 9.0, 8.0, 11.111111111111114, 
soc.robot.BoardNodeScorePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildPossibility, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCBuildingSpeedEstimate, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCNumberProbabilities, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerAction, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPlayerTracker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleCard, 16.0, 16.0, 0.0, 23.0, 21.0, 8.695652173913047, 
soc.robot.SOCPossibleCity, 16.0, 15.0, 6.25, 23.0, 19.0, 17.391304347826093, 
soc.robot.SOCPossiblePiece, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCPossibleRoad, 16.0, 16.0, 0.0, 23.0, 11.0, 52.17391304347826, 
soc.robot.SOCPossibleSettlement, 16.0, 16.0, 0.0, 23.0, 13.0, 43.47826086956522, 
soc.robot.SOCResSetBuildTimePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCResSetBuildTypePair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotBrain, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotClient, 21.0, 12.0, 42.857142857142854, 86.0, 32.0, 62.7906976744186, 
soc.robot.SOCRobotDM, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotNegotiator, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCRobotResetThread, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.robot.SOCTradeTree, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCChannelList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCClientData, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCGameListAtServer, 3.0, 1.0, 66.66666666666666, 16.0, 6.0, 62.5, 
soc.server.SOCGameTimeoutChecker, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCReplaceRequest, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.SOCServer, 20.0, 15.0, 25.0, 27.0, 16.0, 40.74074074074074, 
soc.server.SOCServerRobotPinger, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.database.SOCDBHelper, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.Connection, 0.0, 0.0, NaN, 20.0, 18.0, 10.0, 
soc.server.genericServer.LocalStringConnection, 0.0, 0.0, NaN, 20.0, 16.0, 20.0, 
soc.server.genericServer.LocalStringServerSocket, 0.0, 0.0, NaN, 2.0, 2.0, 0.0, 
soc.server.genericServer.Server, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringConnection, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.server.genericServer.StringServerSocket, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CappedQueue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.CutoffExceededException, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.DebugRecorder, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.IntPair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.MutexFlag, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.NodeLenVis, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Pair, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Queue, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCGameBoardReset, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCGameList, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.SOCRobotParameters, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Triple, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
soc.util.Version, 0.0, 0.0, NaN, 0.0, 0.0, NaN, 
Total, 8548.0, 8527.0, 0.2456715021057505, 1272.0, 1046.0, 17.767295597484278, 
